title,ingr_full,quant,units,ingr,category,subcategory
bacon-crusted-fruit-stuffed-french-toast,2 tablespoons white sugar,2.0,tablespoons,sugar,sugar,
bacon-crusted-fruit-stuffed-french-toast,"4 strawberries, diced, or more to taste",4.0,,strawberries,fruit,
bacon-crusted-fruit-stuffed-french-toast,1/2 teaspoon lemon juice,0.5,teaspoons,lemon juice,flavor,liquid
bacon-crusted-fruit-stuffed-french-toast,"4 slices bread, egg wash:",4.0,slices,bread,bread,
bacon-crusted-fruit-stuffed-french-toast,3 eggs,3.0,,eggs,eggs,
bacon-crusted-fruit-stuffed-french-toast,1/2 cup coconut milk,0.5,cups,coconut milk,milkcream,
bacon-crusted-fruit-stuffed-french-toast,1/2 teaspoon vanilla extract,0.5,teaspoons,vanilla,flavor,spice
bacon-crusted-fruit-stuffed-french-toast,1 dash ground nutmeg,1.0,dashes,nutmeg,flavor,spice
bacon-crusted-fruit-stuffed-french-toast,1 dash salt,1.0,dashes,salt,flavor,spice
bacon-crusted-fruit-stuffed-french-toast,2 tablespoons butter,2.0,tablespoons,butter,fat,
bacon-crusted-fruit-stuffed-french-toast,"1 sprig mint leaves, slivered",1.0,,,,
